,Class,
41102,[1.0],1
41103,[2.0],2
41104,[2.0],2
41105,[1.0],1
41106,[1.0],1
41107,[2.0],2
41108,[2.0],2
41109,[3.0],3
41110,[3.0],3
41111,[2.0],2
41112,[1.0],1
41113,[3.0],3
41114,[3.0],3
41115,[3.0],3
41116,[2.0],2
41117,[2.0],2
41118,[2.0],2
41119,[2.0],2
41120,[2.0],2
41121,[3.0],3
41122,[1.0],1
41123,[3.0],3
41124,[1.0],1
41125,[1.0],1
41126,[3.0],3
41127,[1.0],1
41128,[1.0],1
41129,[1.0],1
41130,[2.0],2
41131,[1.0],1
41132,[3.0],3
41133,[2.0],2
41134,[2.0],2
41135,[1.0],1
41136,[3.0],3
41137,[2.0],2
41138,[1.0],1
41139,[3.0],3
41140,[1.0],1
41141,[3.0],3
41142,[3.0],3
41143,[3.0],3
41144,[2.0],2
41145,[1.0],1
41146,[3.0],3
41147,[2.0],2
41148,[2.0],2
41149,[2.0],2
41150,[1.0],1
41151,[2.0],2
41152,[1.0],1
41153,[3.0],3
41154,[1.0],1
41155,[3.0],3
41156,[3.0],3
41157,[3.0],3
41158,[3.0],3
41159,[2.0],2
41160,[2.0],2
41161,[2.0],2
41162,[3.0],3
41163,[1.0],1
41164,[2.0],2
41165,[2.0],2
41166,[3.0],3
41167,[3.0],3
41168,[1.0],1
41169,[2.0],2
41170,[3.0],3
41171,[2.0],2
41172,[1.0],1
41173,[1.0],1
41174,[2.0],2
41175,[3.0],3
41176,[3.0],3
41177,[1.0],1
41178,[3.0],3
41179,[1.0],1
41180,[1.0],1
41181,[1.0],1
41182,[1.0],1
41183,[1.0],1
41184,[1.0],1
41185,[1.0],1
41186,[1.0],1
41187,[3.0],3
41188,[3.0],3
41189,[1.0],1
41190,[3.0],3
41191,[3.0],3
41192,[1.0],1
41193,[2.0],2
41194,[1.0],1
41195,[3.0],3
41196,[1.0],1
41197,[2.0],2
41198,[3.0],3
41199,[1.0],1
41200,[1.0],1
41201,[3.0],3
41202,[1.0],1
41203,[2.0],2
41204,[1.0],1
41205,[1.0],1
41206,[2.0],2
41207,[3.0],3
41208,[2.0],2
41209,[2.0],2
41210,[1.0],1
41211,[2.0],2
41212,[2.0],2
41213,[2.0],2
41214,[1.0],1
41215,[2.0],2
41216,[1.0],1
41217,[1.0],1
41218,[1.0],1
41219,[1.0],1
41220,[3.0],3
41221,[1.0],1
41222,[3.0],3
41223,[3.0],3
41224,[1.0],1
41225,[3.0],3
41226,[2.0],2
41227,[1.0],1
41228,[3.0],3
41229,[3.0],3
41230,[1.0],1
41231,[1.0],1
41232,[1.0],1
41233,[3.0],3
41234,[2.0],2
41235,[3.0],3
41236,[1.0],1
41237,[2.0],2
41238,[1.0],1
41239,[1.0],1
41240,[2.0],2
41241,[3.0],3
41242,[2.0],2
41243,[3.0],3
41244,[3.0],3
41245,[2.0],2
41246,[2.0],2
41247,[2.0],2
41248,[1.0],1
41249,[3.0],3
41250,[2.0],2
41251,[2.0],2
41252,[3.0],3
41253,[2.0],2
41254,[3.0],3
41255,[3.0],3
41256,[2.0],2
41257,[2.0],2
41258,[3.0],3
41259,[1.0],1
41260,[2.0],2
41261,[3.0],3
41262,[2.0],2
41263,[3.0],3
41264,[1.0],1
41265,[2.0],2
41266,[1.0],1
41267,[2.0],2
41268,[1.0],1
41269,[2.0],2
41270,[1.0],1
41271,[1.0],1
41272,[2.0],2
41273,[2.0],2
41274,[1.0],1
41275,[1.0],1
41276,[3.0],3
41277,[2.0],2
41278,[3.0],3
41279,[3.0],3
41280,[2.0],2
41281,[3.0],3
41282,[3.0],3
41283,[3.0],3
41284,[2.0],2
41285,[3.0],3
41286,[3.0],3
41287,[1.0],1
41288,[2.0],2
41289,[3.0],3
41290,[3.0],3
41291,[1.0],1
41292,[1.0],1
41293,[1.0],1
41294,[3.0],3
41295,[2.0],2
41296,[1.0],1
41297,[2.0],2
41298,[3.0],3
41299,[3.0],3
41300,[3.0],3
41301,[2.0],2
41302,[1.0],1
41303,[1.0],1
41304,[3.0],3
41305,[3.0],3
41306,[2.0],2
41307,[3.0],3
41308,[3.0],3
41309,[1.0],1
41310,[1.0],1
41311,[3.0],3
41312,[3.0],3
41313,[2.0],2
41314,[2.0],2
41315,[1.0],1
41316,[2.0],2
41317,[1.0],1
41318,[2.0],2
41319,[1.0],1
41320,[1.0],1
41321,[2.0],2
41322,[1.0],1
41323,[1.0],1
41324,[1.0],1
41325,[3.0],3
41326,[2.0],2
41327,[1.0],1
41328,[2.0],2
41329,[3.0],3
41330,[1.0],1
41331,[2.0],2
41332,[1.0],1
41333,[2.0],2
41334,[3.0],3
41335,[2.0],2
41336,[1.0],1
41337,[3.0],3
41338,[3.0],3
41339,[2.0],2
41340,[3.0],3
41341,[3.0],3
41342,[2.0],2
41343,[2.0],2
41344,[3.0],3
41345,[1.0],1
41346,[3.0],3
41347,[2.0],2
41348,[2.0],2
41349,[3.0],3
41350,[1.0],1
41351,[2.0],2
41352,[2.0],2
41353,[1.0],1
41354,[1.0],1
41355,[2.0],2
41356,[2.0],2
41357,[2.0],2
41358,[3.0],3
41359,[2.0],2
41360,[3.0],3
41361,[3.0],3
41362,[2.0],2
41363,[3.0],3
41364,[2.0],2
41365,[2.0],2
41366,[1.0],1
41367,[3.0],3
41368,[3.0],3
41369,[2.0],2
41370,[1.0],1
41371,[3.0],3
41372,[1.0],1
41373,[1.0],1
41374,[1.0],1
41375,[3.0],3
41376,[3.0],3
41377,[3.0],3
41378,[1.0],1
41379,[1.0],1
41380,[2.0],2
41381,[1.0],1
41382,[1.0],1
41383,[3.0],3
41384,[3.0],3
41385,[3.0],3
41386,[3.0],3
41387,[2.0],2
41388,[3.0],3
41389,[2.0],2
41390,[2.0],2
41391,[3.0],3
41392,[1.0],1
41393,[2.0],2
41394,[3.0],3
41395,[1.0],1
41396,[2.0],2
41397,[2.0],2
41398,[2.0],2
41399,[3.0],3
41400,[1.0],1
41401,[2.0],2
41402,[3.0],3
41403,[2.0],2
41404,[2.0],2
41405,[2.0],2
41406,[2.0],2
41407,[3.0],3
41408,[1.0],1
41409,[3.0],3
41410,[1.0],1
41411,[2.0],2
41412,[1.0],1
41413,[1.0],1
41414,[1.0],1
41415,[1.0],1
41416,[3.0],3
41417,[1.0],1
41418,[1.0],1
41419,[1.0],1
41420,[1.0],1
41421,[2.0],2
41422,[3.0],3
41423,[2.0],2
41424,[3.0],3
41425,[2.0],2
41426,[3.0],3
41427,[1.0],1
41428,[2.0],2
41429,[3.0],3
41430,[3.0],3
41431,[1.0],1
41432,[2.0],2
41433,[3.0],3
41434,[2.0],2
41435,[1.0],1
41436,[3.0],3
41437,[3.0],3
41438,[1.0],1
41439,[2.0],2
41440,[2.0],2
41441,[3.0],3
41442,[2.0],2
41443,[1.0],1
41444,[2.0],2
41445,[2.0],2
41446,[1.0],1
41447,[1.0],1
41448,[1.0],1
41449,[2.0],2
41450,[3.0],3
41451,[3.0],3
41452,[1.0],1
41453,[3.0],3
41454,[1.0],1
41455,[3.0],3
41456,[1.0],1
41457,[3.0],3
41458,[1.0],1
41459,[2.0],2
41460,[1.0],1
41461,[2.0],2
41462,[1.0],1
41463,[2.0],2
41464,[3.0],3
41465,[3.0],3
41466,[1.0],1
41467,[1.0],1
41468,[1.0],1
41469,[2.0],2
41470,[2.0],2
41471,[1.0],1
41472,[1.0],1
41473,[1.0],1
41474,[1.0],1
41475,[3.0],3
41476,[2.0],2
41477,[3.0],3
41478,[1.0],1
41479,[1.0],1
41480,[3.0],3
41481,[3.0],3
41482,[3.0],3
41483,[3.0],3
41484,[3.0],3
41485,[3.0],3
41486,[2.0],2
41487,[1.0],1
41488,[1.0],1
41489,[3.0],3
41490,[3.0],3
41491,[2.0],2
41492,[3.0],3
41493,[1.0],1
41494,[2.0],2
41495,[3.0],3
41496,[3.0],3
41497,[3.0],3
41498,[1.0],1
41499,[2.0],2
41500,[2.0],2
41501,[2.0],2
41502,[2.0],2
41503,[2.0],2
41504,[1.0],1
41505,[3.0],3
41506,[1.0],1
41507,[2.0],2
41508,[1.0],1
41509,[2.0],2
41510,[1.0],1
41511,[1.0],1
41512,[3.0],3
41513,[3.0],3
41514,[3.0],3
41515,[2.0],2
41516,[1.0],1
41517,[3.0],3
41518,[1.0],1
41519,[2.0],2
41520,[3.0],3
41521,[1.0],1
41522,[2.0],2
41523,[3.0],3
41524,[3.0],3
41525,[1.0],1
41526,[2.0],2
41527,[2.0],2
41528,[3.0],3
41529,[2.0],2
41530,[2.0],2
41531,[1.0],1
41532,[1.0],1
41533,[2.0],2
41534,[2.0],2
41535,[2.0],2
41536,[2.0],2
41537,[1.0],1
41538,[3.0],3
41539,[1.0],1
41540,[3.0],3
41541,[2.0],2
41542,[1.0],1
41543,[2.0],2
41544,[3.0],3
41545,[2.0],2
41546,[2.0],2
41547,[2.0],2
41548,[2.0],2
41549,[3.0],3
41550,[3.0],3
41551,[2.0],2
41552,[1.0],1
41553,[1.0],1
41554,[2.0],2
41555,[1.0],1
41556,[2.0],2
41557,[2.0],2
41558,[1.0],1
41559,[1.0],1
41560,[2.0],2
41561,[1.0],1
41562,[1.0],1
41563,[3.0],3
41564,[1.0],1
41565,[1.0],1
41566,[3.0],3
41567,[3.0],3
41568,[3.0],3
41569,[2.0],2
41570,[2.0],2
41571,[2.0],2
41572,[3.0],3
41573,[2.0],2
41574,[1.0],1
41575,[1.0],1
41576,[1.0],1
41577,[1.0],1
41578,[1.0],1
41579,[1.0],1
41580,[3.0],3
41581,[3.0],3
41582,[2.0],2
41583,[3.0],3
41584,[2.0],2
41585,[2.0],2
41586,[3.0],3
41587,[1.0],1
41588,[1.0],1
41589,[1.0],1
41590,[1.0],1
41591,[3.0],3
41592,[3.0],3
41593,[2.0],2
41594,[1.0],1
41595,[3.0],3
41596,[3.0],3
41597,[2.0],2
41598,[3.0],3
41599,[1.0],1
41600,[1.0],1
41601,[3.0],3
41602,[2.0],2
41603,[1.0],1
41604,[3.0],3
41605,[2.0],2
41606,[1.0],1
41607,[2.0],2
41608,[2.0],2
41609,[1.0],1
41610,[3.0],3
41611,[2.0],2
41612,[2.0],2
41613,[1.0],1
41614,[1.0],1
41615,[3.0],3
41616,[3.0],3
41617,[2.0],2
41618,[1.0],1
41619,[3.0],3
41620,[3.0],3
41621,[1.0],1
41622,[1.0],1
41623,[2.0],2
41624,[2.0],2
41625,[1.0],1
41626,[3.0],3
41627,[1.0],1
41628,[2.0],2
41629,[2.0],2
41630,[2.0],2
41631,[2.0],2
41632,[1.0],1
41633,[3.0],3
41634,[2.0],2
41635,[2.0],2
41636,[2.0],2
41637,[1.0],1
41638,[2.0],2
41639,[2.0],2
41640,[2.0],2
41641,[1.0],1
41642,[2.0],2
41643,[1.0],1
41644,[1.0],1
41645,[2.0],2
41646,[2.0],2
41647,[3.0],3
41648,[2.0],2
41649,[3.0],3
41650,[3.0],3
41651,[2.0],2
41652,[3.0],3
41653,[3.0],3
41654,[3.0],3
41655,[3.0],3
41656,[2.0],2
41657,[1.0],1
41658,[3.0],3
41659,[3.0],3
41660,[2.0],2
41661,[3.0],3
41662,[1.0],1
41663,[1.0],1
41664,[2.0],2
41665,[1.0],1
41666,[2.0],2
41667,[3.0],3
41668,[3.0],3
41669,[3.0],3
41670,[2.0],2
41671,[1.0],1
41672,[3.0],3
41673,[1.0],1
41674,[1.0],1
41675,[3.0],3
41676,[3.0],3
41677,[2.0],2
41678,[1.0],1
41679,[2.0],2
41680,[2.0],2
41681,[3.0],3
41682,[1.0],1
41683,[2.0],2
41684,[1.0],1
41685,[1.0],1
41686,[1.0],1
41687,[1.0],1
41688,[3.0],3
41689,[3.0],3
41690,[1.0],1
41691,[1.0],1
41692,[1.0],1
41693,[3.0],3
41694,[3.0],3
41695,[2.0],2
41696,[3.0],3
41697,[2.0],2
41698,[2.0],2
41699,[2.0],2
41700,[1.0],1
41701,[2.0],2
41702,[3.0],3
41703,[1.0],1
41704,[1.0],1
41705,[1.0],1
41706,[1.0],1
41707,[1.0],1
41708,[3.0],3
41709,[3.0],3
41710,[2.0],2
41711,[2.0],2
41712,[2.0],2
41713,[2.0],2
41714,[3.0],3
41715,[2.0],2
41716,[2.0],2
41717,[3.0],3
41718,[1.0],1
41719,[3.0],3
41720,[3.0],3
41721,[1.0],1
41722,[1.0],1
41723,[2.0],2
41724,[3.0],3
41725,[3.0],3
41726,[1.0],1
41727,[3.0],3
41728,[3.0],3
41729,[1.0],1
41730,[2.0],2
41731,[3.0],3
41732,[3.0],3
41733,[2.0],2
41734,[1.0],1
41735,[1.0],1
41736,[3.0],3
41737,[1.0],1
41738,[2.0],2
41739,[2.0],2
41740,[3.0],3
41741,[3.0],3
41742,[1.0],1
41743,[3.0],3
41744,[1.0],1
41745,[3.0],3
41746,[3.0],3
41747,[2.0],2
41748,[2.0],2
41749,[2.0],2
41750,[1.0],1
41751,[3.0],3
41752,[3.0],3
41753,[2.0],2
41754,[2.0],2
41755,[1.0],1
41756,[2.0],2
41757,[1.0],1
41758,[2.0],2
41759,[3.0],3
41760,[1.0],1
41761,[2.0],2
41762,[3.0],3
41763,[2.0],2
41764,[2.0],2
41765,[3.0],3
41766,[3.0],3
41767,[2.0],2
41768,[3.0],3
41769,[1.0],1
41770,[2.0],2
41771,[2.0],2
41772,[3.0],3
41773,[3.0],3
41774,[2.0],2
41775,[2.0],2
41776,[3.0],3
41777,[2.0],2
41778,[2.0],2
41779,[2.0],2
41780,[2.0],2
41781,[3.0],3
41782,[2.0],2
41783,[2.0],2
41784,[2.0],2
41785,[1.0],1
41786,[2.0],2
41787,[3.0],3
41788,[2.0],2
41789,[2.0],2
41790,[3.0],3
41791,[1.0],1
41792,[3.0],3
41793,[3.0],3
41794,[2.0],2
41795,[3.0],3
41796,[2.0],2
41797,[1.0],1
41798,[1.0],1
41799,[3.0],3
41800,[2.0],2
41801,[1.0],1
41802,[1.0],1
41803,[2.0],2
41804,[2.0],2
41805,[1.0],1
41806,[1.0],1
41807,[3.0],3
41808,[1.0],1
41809,[3.0],3
41810,[1.0],1
41811,[2.0],2
41812,[3.0],3
41813,[1.0],1
41814,[2.0],2
41815,[2.0],2
41816,[3.0],3
41817,[2.0],2
41818,[1.0],1
41819,[3.0],3
41820,[1.0],1
41821,[2.0],2
41822,[3.0],3
41823,[3.0],3
41824,[3.0],3
41825,[2.0],2
41826,[1.0],1
41827,[3.0],3
41828,[3.0],3
41829,[1.0],1
41830,[3.0],3
41831,[1.0],1
41832,[1.0],1
41833,[1.0],1
41834,[1.0],1
41835,[2.0],2
41836,[1.0],1
41837,[3.0],3
41838,[3.0],3
41839,[1.0],1
41840,[1.0],1
41841,[2.0],2
41842,[1.0],1
41843,[1.0],1
41844,[1.0],1
41845,[3.0],3
41846,[2.0],2
41847,[2.0],2
41848,[3.0],3
41849,[1.0],1
41850,[1.0],1
41851,[2.0],2
41852,[2.0],2
41853,[1.0],1
41854,[1.0],1
41855,[1.0],1
41856,[2.0],2
41857,[2.0],2
41858,[1.0],1
41859,[1.0],1
41860,[1.0],1
41861,[2.0],2
41862,[2.0],2
41863,[3.0],3
41864,[1.0],1
41865,[3.0],3
41866,[3.0],3
41867,[3.0],3
41868,[3.0],3
41869,[3.0],3
41870,[1.0],1
41871,[2.0],2
41872,[2.0],2
41873,[3.0],3
41874,[2.0],2
41875,[3.0],3
41876,[1.0],1
41877,[3.0],3
41878,[3.0],3
41879,[3.0],3
41880,[2.0],2
41881,[1.0],1
41882,[1.0],1
41883,[1.0],1
41884,[1.0],1
41885,[2.0],2
41886,[1.0],1
41887,[1.0],1
41888,[3.0],3
41889,[3.0],3
41890,[2.0],2
41891,[2.0],2
41892,[2.0],2
41893,[3.0],3
41894,[1.0],1
41895,[2.0],2
41896,[1.0],1
41897,[2.0],2
41898,[2.0],2
41899,[2.0],2
41900,[2.0],2
41901,[2.0],2
41902,[1.0],1
41903,[2.0],2
41904,[3.0],3
41905,[1.0],1
41906,[2.0],2
41907,[3.0],3
41908,[2.0],2
41909,[3.0],3
41910,[2.0],2
41911,[3.0],3
41912,[1.0],1
41913,[1.0],1
41914,[2.0],2
41915,[3.0],3
41916,[3.0],3
41917,[1.0],1
41918,[3.0],3
41919,[3.0],3
41920,[1.0],1
41921,[1.0],1
41922,[3.0],3
41923,[2.0],2
41924,[1.0],1
41925,[1.0],1
41926,[1.0],1
41927,[3.0],3
41928,[1.0],1
41929,[2.0],2
41930,[2.0],2
41931,[2.0],2
41932,[1.0],1
41933,[3.0],3
41934,[3.0],3
41935,[1.0],1
41936,[3.0],3
41937,[3.0],3
41938,[3.0],3
41939,[1.0],1
41940,[3.0],3
41941,[3.0],3
41942,[3.0],3
41943,[3.0],3
41944,[1.0],1
41945,[3.0],3
41946,[2.0],2
41947,[2.0],2
41948,[1.0],1
41949,[2.0],2
41950,[1.0],1
41951,[2.0],2
41952,[1.0],1
41953,[3.0],3
41954,[2.0],2
41955,[1.0],1
41956,[1.0],1
41957,[1.0],1
41958,[2.0],2
41959,[1.0],1
41960,[2.0],2
41961,[2.0],2
41962,[3.0],3
41963,[3.0],3
41964,[1.0],1
41965,[1.0],1
41966,[3.0],3
41967,[2.0],2
41968,[3.0],3
41969,[1.0],1
41970,[1.0],1
41971,[1.0],1
41972,[1.0],1
41973,[3.0],3
41974,[1.0],1
41975,[2.0],2
41976,[3.0],3
41977,[3.0],3
41978,[1.0],1
41979,[3.0],3
41980,[2.0],2
41981,[2.0],2
41982,[1.0],1
41983,[1.0],1
41984,[1.0],1
41985,[2.0],2
41986,[3.0],3
41987,[3.0],3
41988,[3.0],3
41989,[2.0],2
41990,[3.0],3
41991,[3.0],3
41992,[1.0],1
41993,[2.0],2
41994,[3.0],3
41995,[3.0],3
41996,[2.0],2
41997,[1.0],1
41998,[2.0],2
41999,[1.0],1
42000,[3.0],3
42001,[1.0],1
42002,[3.0],3
42003,[1.0],1
42004,[1.0],1
42005,[1.0],1
42006,[2.0],2
42007,[2.0],2
42008,[3.0],3
42009,[3.0],3
42010,[1.0],1
42011,[3.0],3
42012,[3.0],3
42013,[3.0],3
42014,[2.0],2
42015,[1.0],1
42016,[3.0],3
42017,[3.0],3
42018,[3.0],3
42019,[2.0],2
42020,[1.0],1
42021,[3.0],3
42022,[2.0],2
42023,[2.0],2
42024,[2.0],2
42025,[1.0],1
42026,[3.0],3
42027,[2.0],2
42028,[2.0],2
42029,[3.0],3
42030,[1.0],1
42031,[2.0],2
42032,[3.0],3
42033,[3.0],3
42034,[3.0],3
42035,[3.0],3
42036,[1.0],1
42037,[1.0],1
42038,[1.0],1
42039,[3.0],3
42040,[3.0],3
42041,[3.0],3
42042,[3.0],3
42043,[3.0],3
42044,[3.0],3
42045,[3.0],3
42046,[2.0],2
42047,[3.0],3
42048,[2.0],2
42049,[1.0],1
42050,[2.0],2
42051,[3.0],3
42052,[3.0],3
42053,[1.0],1
42054,[1.0],1
42055,[3.0],3
42056,[2.0],2
42057,[2.0],2
42058,[2.0],2
42059,[2.0],2
42060,[3.0],3
42061,[2.0],2
42062,[1.0],1
42063,[2.0],2
42064,[3.0],3
42065,[1.0],1
42066,[3.0],3
42067,[1.0],1
42068,[2.0],2
42069,[2.0],2
42070,[1.0],1
42071,[1.0],1
42072,[2.0],2
42073,[1.0],1
42074,[3.0],3
42075,[1.0],1
42076,[3.0],3
42077,[3.0],3
42078,[1.0],1
42079,[1.0],1
42080,[2.0],2
42081,[2.0],2
42082,[2.0],2
42083,[2.0],2
42084,[3.0],3
42085,[2.0],2
42086,[2.0],2
42087,[1.0],1
42088,[3.0],3
42089,[1.0],1
42090,[3.0],3
42091,[1.0],1
42092,[2.0],2
42093,[2.0],2
42094,[1.0],1
42095,[1.0],1
42096,[3.0],3
42097,[1.0],1
42098,[1.0],1
42099,[3.0],3
42100,[3.0],3
42101,[2.0],2
42102,[3.0],3
42103,[1.0],1
42104,[1.0],1
42105,[1.0],1
42106,[1.0],1
42107,[3.0],3
42108,[3.0],3
42109,[2.0],2
42110,[2.0],2
42111,[1.0],1
42112,[2.0],2
42113,[2.0],2
42114,[3.0],3
42115,[1.0],1
42116,[1.0],1
42117,[2.0],2
42118,[3.0],3
42119,[2.0],2
42120,[3.0],3
42121,[3.0],3
42122,[1.0],1
42123,[2.0],2
42124,[1.0],1
42125,[3.0],3
42126,[3.0],3
42127,[2.0],2
42128,[1.0],1
42129,[2.0],2
42130,[2.0],2
42131,[1.0],1
42132,[2.0],2
42133,[1.0],1
42134,[2.0],2
42135,[2.0],2
42136,[3.0],3
42137,[2.0],2
42138,[3.0],3
42139,[2.0],2
42140,[1.0],1
42141,[2.0],2
42142,[1.0],1
42143,[3.0],3
42144,[3.0],3
42145,[1.0],1
42146,[2.0],2
42147,[2.0],2
42148,[3.0],3
42149,[3.0],3
42150,[2.0],2
42151,[1.0],1
42152,[1.0],1
42153,[3.0],3
42154,[2.0],2
42155,[1.0],1
42156,[3.0],3
42157,[2.0],2
42158,[1.0],1
42159,[2.0],2
42160,[2.0],2
42161,[1.0],1
42162,[3.0],3
42163,[1.0],1
42164,[1.0],1
42165,[2.0],2
42166,[2.0],2
42167,[1.0],1
42168,[2.0],2
42169,[2.0],2
42170,[2.0],2
42171,[1.0],1
42172,[2.0],2
42173,[2.0],2
42174,[3.0],3
42175,[3.0],3
42176,[2.0],2
42177,[1.0],1
42178,[1.0],1
42179,[3.0],3
42180,[1.0],1
42181,[3.0],3
42182,[2.0],2
42183,[3.0],3
42184,[1.0],1
42185,[2.0],2
42186,[2.0],2
42187,[2.0],2
42188,[1.0],1
42189,[1.0],1
42190,[2.0],2
42191,[2.0],2
42192,[1.0],1
42193,[1.0],1
42194,[1.0],1
42195,[2.0],2
42196,[2.0],2
42197,[1.0],1
42198,[1.0],1
42199,[1.0],1
42200,[2.0],2
42201,[1.0],1
42202,[1.0],1
42203,[3.0],3
42204,[2.0],2
42205,[2.0],2
42206,[3.0],3
42207,[1.0],1
42208,[3.0],3
42209,[1.0],1
42210,[2.0],2
42211,[3.0],3
42212,[3.0],3
42213,[2.0],2
42214,[3.0],3
42215,[2.0],2
42216,[1.0],1
42217,[1.0],1
42218,[1.0],1
42219,[3.0],3
42220,[3.0],3
42221,[1.0],1
42222,[1.0],1
42223,[3.0],3
42224,[1.0],1
42225,[1.0],1
42226,[2.0],2
42227,[3.0],3
42228,[3.0],3
42229,[2.0],2
42230,[3.0],3
42231,[2.0],2
42232,[2.0],2
42233,[1.0],1
42234,[3.0],3
42235,[3.0],3
42236,[1.0],1
42237,[2.0],2
42238,[1.0],1
42239,[2.0],2
42240,[3.0],3
42241,[2.0],2
42242,[1.0],1
42243,[3.0],3
42244,[2.0],2
42245,[2.0],2
42246,[1.0],1
42247,[3.0],3
42248,[2.0],2
42249,[1.0],1
42250,[3.0],3
42251,[1.0],1
42252,[2.0],2
42253,[3.0],3
42254,[1.0],1
42255,[2.0],2
42256,[3.0],3
42257,[2.0],2
42258,[2.0],2
42259,[3.0],3
42260,[1.0],1
42261,[1.0],1
42262,[2.0],2
42263,[1.0],1
42264,[3.0],3
42265,[3.0],3
42266,[1.0],1
42267,[2.0],2
42268,[1.0],1
42269,[1.0],1
42270,[3.0],3
42271,[1.0],1
42272,[2.0],2
42273,[3.0],3
42274,[2.0],2
42275,[2.0],2
42276,[1.0],1
42277,[1.0],1
42278,[1.0],1
42279,[2.0],2
42280,[1.0],1
42281,[2.0],2
42282,[3.0],3
42283,[2.0],2
42284,[1.0],1
42285,[2.0],2
42286,[1.0],1
42287,[1.0],1
42288,[1.0],1
42289,[2.0],2
42290,[1.0],1
42291,[3.0],3
42292,[1.0],1
42293,[1.0],1
42294,[3.0],3
42295,[2.0],2
42296,[2.0],2
42297,[2.0],2
42298,[2.0],2
42299,[1.0],1
42300,[3.0],3
42301,[3.0],3
42302,[3.0],3
42303,[1.0],1
42304,[3.0],3
42305,[2.0],2
42306,[1.0],1
42307,[1.0],1
42308,[1.0],1
42309,[1.0],1
42310,[2.0],2
42311,[2.0],2
42312,[1.0],1
42313,[3.0],3
42314,[2.0],2
42315,[2.0],2
42316,[2.0],2
42317,[1.0],1
42318,[2.0],2
42319,[2.0],2
42320,[2.0],2
42321,[3.0],3
42322,[1.0],1
42323,[3.0],3
42324,[2.0],2
42325,[2.0],2
42326,[1.0],1
42327,[1.0],1
42328,[1.0],1
42329,[2.0],2
42330,[3.0],3
42331,[1.0],1
42332,[3.0],3
42333,[2.0],2
42334,[1.0],1
42335,[3.0],3
42336,[3.0],3
42337,[3.0],3
42338,[2.0],2
42339,[2.0],2
42340,[2.0],2
42341,[1.0],1
42342,[1.0],1
42343,[2.0],2
42344,[3.0],3
42345,[2.0],2
42346,[1.0],1
42347,[2.0],2
42348,[3.0],3
42349,[2.0],2
42350,[2.0],2
42351,[1.0],1
42352,[2.0],2
42353,[3.0],3
42354,[2.0],2
42355,[3.0],3
42356,[3.0],3
42357,[1.0],1
42358,[2.0],2
42359,[3.0],3
42360,[3.0],3
42361,[1.0],1
42362,[1.0],1
42363,[1.0],1
42364,[2.0],2
42365,[3.0],3
42366,[2.0],2
42367,[2.0],2
42368,[3.0],3
42369,[2.0],2
42370,[1.0],1
42371,[2.0],2
42372,[3.0],3
42373,[2.0],2
42374,[1.0],1
42375,[3.0],3
42376,[1.0],1
42377,[2.0],2
42378,[1.0],1
42379,[2.0],2
42380,[1.0],1
42381,[2.0],2
42382,[1.0],1
42383,[2.0],2
42384,[2.0],2
42385,[2.0],2
42386,[3.0],3
42387,[2.0],2
42388,[3.0],3
42389,[1.0],1
42390,[1.0],1
42391,[3.0],3
42392,[2.0],2
42393,[3.0],3
42394,[2.0],2
42395,[3.0],3
42396,[2.0],2
42397,[3.0],3
42398,[3.0],3
42399,[1.0],1
42400,[1.0],1
42401,[3.0],3
42402,[2.0],2
42403,[2.0],2
42404,[2.0],2
42405,[2.0],2
42406,[3.0],3
42407,[1.0],1
42408,[1.0],1
42409,[3.0],3
42410,[3.0],3
42411,[1.0],1
42412,[3.0],3
42413,[2.0],2
42414,[2.0],2
42415,[2.0],2
42416,[1.0],1
42417,[3.0],3
42418,[3.0],3
42419,[2.0],2
42420,[3.0],3
42421,[2.0],2
42422,[2.0],2
42423,[2.0],2
42424,[2.0],2
42425,[1.0],1
42426,[1.0],1
42427,[3.0],3
42428,[1.0],1
42429,[1.0],1
42430,[3.0],3
42431,[2.0],2
42432,[2.0],2
42433,[1.0],1
42434,[3.0],3
42435,[1.0],1
42436,[3.0],3
42437,[3.0],3
42438,[3.0],3
42439,[3.0],3
42440,[1.0],1
42441,[3.0],3
42442,[2.0],2
42443,[3.0],3
42444,[2.0],2
42445,[2.0],2
42446,[3.0],3
42447,[1.0],1
42448,[2.0],2
42449,[3.0],3
42450,[1.0],1
42451,[1.0],1
42452,[3.0],3
42453,[3.0],3
42454,[1.0],1
42455,[2.0],2
42456,[2.0],2
42457,[3.0],3
42458,[3.0],3
42459,[2.0],2
42460,[3.0],3
42461,[3.0],3
42462,[1.0],1
42463,[1.0],1
42464,[2.0],2
42465,[1.0],1
42466,[2.0],2
42467,[3.0],3
42468,[3.0],3
42469,[2.0],2
42470,[1.0],1
42471,[3.0],3
42472,[1.0],1
42473,[1.0],1
42474,[2.0],2
42475,[3.0],3
42476,[2.0],2
42477,[2.0],2
42478,[3.0],3
42479,[3.0],3
42480,[2.0],2
42481,[2.0],2
42482,[3.0],3
42483,[3.0],3
42484,[1.0],1
42485,[3.0],3
42486,[3.0],3
42487,[3.0],3
42488,[3.0],3
42489,[2.0],2
42490,[3.0],3
42491,[3.0],3
42492,[3.0],3
42493,[3.0],3
42494,[1.0],1
42495,[1.0],1
42496,[1.0],1
42497,[2.0],2
42498,[2.0],2
42499,[3.0],3
42500,[2.0],2
